subscriber_id,acquisition_date,tier,acquisition_channel,device_type,age_group,tenure_days,tenure_months,engagement_score,active_days_30d,watch_time_30d,unique_content_30d,churned,churn_date,current_price,is_active
SUB_000000,2022-06-09,ad_free,paid_search,mobile,25-34,936,31.2,0.7729645836314438,17,351.60750627463744,19,False,,9.99,True
SUB_000001,2024-04-29,ad_supported,organic,mobile,25-34,246,8.2,0.3802023736923739,5,48.87402800261411,2,False,,5.99,True
SUB_000002,2024-07-28,ad_supported,paid_search,mobile,25-34,156,5.2,0.5895492029498777,16,270.02562887855515,14,False,,5.99,True
SUB_000004,2024-07-17,ad_free,paid_social,smart_tv,55+,167,5.566666666666666,0.35092748442259314,6,42.19063463258778,3,False,,9.99,True
SUB_000005,2022-08-15,ad_free,paid_social,smart_tv,25-34,869,28.966666666666665,0.4341955307512738,11,130.2446895573782,7,False,,9.99,True
SUB_000006,2023-09-13,ad_supported,paid_social,web,55+,475,15.833333333333334,0.429658525304572,10,171.95300323034638,6,False,,5.99,True
SUB_000007,2022-02-23,ad_free,paid_social,roku,18-24,1042,34.733333333333334,0.5123453861863594,10,277.3128538464514,7,False,,9.99,True
SUB_000008,2023-06-25,ad_free,referral,web,35-44,555,18.5,0.4193387437419562,11,169.41903182917403,6,False,,9.99,True
SUB_000009,2023-10-27,ad_supported,paid_search,mobile,25-34,431,14.366666666666667,0.3555121047526889,6,78.28845603517587,3,False,,5.99,True
SUB_000010,2024-12-04,ad_free,paid_search,mobile,25-34,27,0.9,0.2957951270104581,7,73.23779625489937,3,True,2024-12-31,9.99,False
SUB_000011,2023-06-24,ad_supported,paid_social,smart_tv,35-44,556,18.533333333333335,0.4665012209306595,13,236.72528635302353,9,False,,5.99,True
SUB_000012,2024-05-12,ad_supported,paid_social,mobile,55+,233,7.766666666666667,0.2740383710875489,6,31.41992233497983,2,True,2024-10-02,5.99,False
SUB_000013,2024-08-03,ad_free,partner,web,55+,150,5.0,0.27498532927623687,7,54.47113533388004,2,False,,9.99,True
SUB_000014,2022-01-03,ad_free,paid_search,mobile,18-24,1093,36.43333333333333,0.19181891705385054,5,34.0161628062363,1,True,2023-08-15,9.99,False
SUB_000015,2023-03-22,ad_free,paid_social,web,35-44,650,21.666666666666668,0.34150922291245095,8,82.69115966541237,4,False,,9.99,True
SUB_000017,2024-12-03,ad_free,paid_social,web,55+,28,0.9333333333333333,0.6728331781235819,18,306.4031248035035,18,False,,9.99,True
SUB_000018,2023-09-05,ad_free,paid_search,roku,18-24,483,16.1,0.4337900528156725,12,118.10851211136736,7,False,,9.99,True
SUB_000019,2023-12-19,ad_supported,referral,web,35-44,378,12.6,0.5620668309075834,15,222.19492638296177,12,True,2024-09-10,5.99,False
SUB_000020,2023-10-13,ad_free,paid_search,mobile,45-54,445,14.833333333333334,0.08420057661904083,1,3.083421383231017,0,False,,9.99,True
SUB_000021,2022-03-25,ad_free,paid_social,web,25-34,1012,33.733333333333334,0.5384178085756148,14,217.92102596964682,11,True,2023-01-19,9.99,False
SUB_000022,2022-02-09,ad_free,organic,smart_tv,25-34,1056,35.2,0.9510463601662882,26,700.4732272709762,37,False,,9.99,True
SUB_000023,2022-06-30,ad_supported,paid_social,web,35-44,915,30.5,0.6811297379620717,14,229.45125862885251,14,True,2024-10-21,5.99,False
SUB_000024,2023-02-24,ad_supported,partner,web,25-34,676,22.533333333333335,0.13972762799171043,4,24.925910255122982,0,False,,5.99,True
SUB_000025,2024-01-23,ad_free,paid_search,smart_tv,18-24,343,11.433333333333334,0.2875415340235887,7,69.95184565667714,3,False,,9.99,True
SUB_000026,2022-06-02,ad_free,organic,smart_tv,45-54,943,31.433333333333334,0.36455620889756535,10,94.13644075869736,5,False,,9.99,True
SUB_000027,2024-02-02,ad_free,paid_social,mobile,35-44,333,11.1,0.49955402866121346,11,61.520710034082995,8,False,,9.99,True
SUB_000028,2024-05-13,ad_supported,paid_search,mobile,45-54,232,7.733333333333333,0.7314598587324759,17,435.30139718529045,18,False,,5.99,True
SUB_000029,2022-12-05,ad_free,paid_search,web,18-24,757,25.233333333333334,0.33653681810331115,7,35.59196286357682,3,False,,9.99,True
SUB_000030,2024-11-11,ad_supported,partner,mobile,35-44,50,1.6666666666666667,0.5463170613202967,12,96.87124644868481,9,True,2024-12-22,5.99,False
SUB_000031,2023-07-23,ad_supported,organic,mobile,25-34,527,17.566666666666666,0.4041789628881106,7,89.53860032767624,4,False,,5.99,True
SUB_000032,2023-01-26,ad_supported,paid_social,web,45-54,705,23.5,0.5388280699488086,11,179.7571766742588,8,False,,5.99,True
SUB_000033,2022-01-17,ad_free,paid_search,firetv,35-44,1079,35.96666666666667,0.4602044355407592,12,161.06577393986854,8,True,2023-03-09,9.99,False
SUB_000034,2022-07-27,ad_supported,paid_search,smart_tv,18-24,888,29.6,0.14132162228790798,2,8.803267289859097,0,False,,5.99,True
SUB_000035,2024-03-12,ad_supported,paid_search,web,35-44,294,9.8,0.15692168424376873,8,35.9803981498419,1,True,2024-06-14,5.99,False
SUB_000038,2023-10-06,ad_free,organic,mobile,35-44,452,15.066666666666666,0.7366592878033427,19,283.6934450877904,20,True,2024-11-07,9.99,False
SUB_000039,2022-11-27,ad_free,paid_search,mobile,45-54,765,25.5,0.2575471497639107,6,20.44550708436009,2,False,,9.99,True
SUB_000040,2023-08-26,ad_free,paid_social,web,55+,493,16.433333333333334,0.710158532291159,18,524.9872927096177,19,False,,9.99,True
SUB_000041,2024-05-02,ad_free,partner,smart_tv,45-54,243,8.1,0.688928825567521,17,526.9174630602812,17,False,,9.99,True
SUB_000042,2024-02-11,ad_free,paid_search,web,18-24,324,10.8,0.2657688319533969,4,47.707918895703116,1,False,,9.99,True
SUB_000043,2024-05-09,ad_supported,partner,roku,35-44,236,7.866666666666666,0.5710882845914758,12,58.607178910542096,10,False,,5.99,True
SUB_000044,2022-02-21,ad_supported,partner,mobile,45-54,1044,34.8,0.7139242026266928,20,519.4365056068,21,False,,5.99,True
SUB_000045,2024-10-26,ad_free,paid_search,mobile,45-54,66,2.2,0.3087573457235117,8,46.85643542309505,3,False,,9.99,True
SUB_000046,2023-10-15,ad_supported,paid_search,web,25-34,443,14.766666666666667,0.43444201416137024,13,53.01395574318172,8,False,,5.99,True
SUB_000047,2023-09-30,ad_free,partner,mobile,25-34,458,15.266666666666667,0.46629232760940154,8,106.46062550265107,5,False,,9.99,True
SUB_000048,2022-05-27,ad_free,organic,web,55+,949,31.633333333333333,0.2175175846740468,6,29.269464014318924,1,False,,9.99,True
SUB_000049,2022-05-21,ad_supported,organic,web,18-24,955,31.833333333333332,0.551601804338087,12,167.27756583148405,9,False,,5.99,True
SUB_000050,2022-11-01,ad_supported,partner,firetv,45-54,791,26.366666666666667,0.1273155787298306,4,18.975131334667523,0,False,,5.99,True
SUB_000051,2022-01-25,ad_supported,organic,smart_tv,35-44,1071,35.7,0.2524962477911103,5,54.68761906838062,1,False,,5.99,True
SUB_000052,2023-03-05,ad_free,paid_social,web,35-44,667,22.233333333333334,0.5425313973039144,12,232.54271978915364,9,False,,9.99,True
SUB_000053,2024-01-02,ad_free,referral,web,35-44,364,12.133333333333333,0.2547897158333489,5,57.91485110586512,1,False,,9.99,True
SUB_000054,2023-10-06,ad_free,organic,smart_tv,45-54,452,15.066666666666666,0.43189479308672407,8,107.2460016422869,5,True,2024-03-07,9.99,False
SUB_000055,2022-09-07,ad_free,paid_search,web,35-44,846,28.2,0.39645704657339786,12,90.42892248877925,7,False,,9.99,True
SUB_000056,2023-12-28,ad_supported,paid_search,smart_tv,45-54,369,12.3,0.44377163835457817,13,252.07134238966609,8,False,,5.99,True
SUB_000057,2024-11-29,ad_free,partner,roku,45-54,32,1.0666666666666667,0.033924685528893966,3,3.6289443861667303,0,False,,9.99,True
SUB_000058,2023-01-19,ad_free,paid_search,smart_tv,45-54,712,23.733333333333334,0.22754181787947084,5,45.956564675127474,1,False,,9.99,True
SUB_000059,2024-09-25,ad_supported,partner,web,55+,97,3.2333333333333334,0.37058901680153,10,98.84953136454104,5,True,2024-11-30,5.99,False
SUB_000060,2024-04-07,ad_free,organic,mobile,45-54,268,8.933333333333334,0.37836250879337774,8,76.60632979052704,4,False,,9.99,True
SUB_000061,2024-06-11,ad_free,paid_social,firetv,25-34,203,6.766666666666667,0.4437982081558363,11,93.9028461999253,7,True,2024-11-30,9.99,False
SUB_000062,2024-03-13,ad_free,paid_search,smart_tv,35-44,293,9.766666666666667,0.3332119102628595,9,129.9997252816729,4,False,,9.99,True
SUB_000063,2022-07-26,ad_free,paid_social,firetv,25-34,889,29.633333333333333,0.6035390907296965,14,182.59968044260754,12,False,,9.99,True
SUB_000064,2024-12-07,ad_free,referral,firetv,25-34,24,0.8,0.3706206254220395,11,201.97242191893554,6,True,2024-12-31,9.99,False
SUB_000065,2023-11-25,ad_free,referral,mobile,35-44,402,13.4,0.18955825989026873,7,56.139804736938956,1,False,,9.99,True
SUB_000066,2023-09-08,ad_supported,paid_search,smart_tv,45-54,480,16.0,0.44695414032059977,12,163.23737787320104,8,False,,5.99,True
SUB_000067,2022-03-31,ad_free,paid_social,web,25-34,1006,33.53333333333333,0.2719208218495118,9,78.47585413456589,3,True,2022-05-07,9.99,False
SUB_000068,2023-03-15,ad_supported,organic,mobile,45-54,657,21.9,0.4233320055862359,8,110.17351717776344,5,False,,5.99,True
SUB_000069,2023-09-23,ad_supported,referral,smart_tv,18-24,465,15.5,0.8450283717246427,18,531.4025490589073,22,False,,5.99,True
SUB_000070,2024-12-30,ad_free,paid_social,web,25-34,1,0.03333333333333333,0.09529057843097812,1,2.799861889619361,0,False,,9.99,True
SUB_000071,2022-02-25,ad_free,paid_social,smart_tv,25-34,1040,34.666666666666664,0.5419788641725312,15,260.09272833296,12,False,,9.99,True
SUB_000072,2022-06-15,ad_supported,paid_social,mobile,35-44,930,31.0,0.27152719769246303,7,34.86490369156137,2,False,,5.99,True
SUB_000073,2024-12-24,ad_free,paid_search,roku,18-24,7,0.23333333333333334,0.20305059360095065,4,28.281428637742792,1,False,,9.99,True
SUB_000074,2024-04-10,ad_free,organic,smart_tv,55+,265,8.833333333333334,0.8807624921778187,25,900.738975136978,33,False,,9.99,True
SUB_000075,2024-01-31,ad_supported,paid_search,mobile,35-44,335,11.166666666666666,0.6331224107003918,15,251.5525569279531,14,True,2024-05-16,5.99,False
SUB_000076,2022-11-06,ad_free,organic,web,35-44,786,26.2,0.8836949580035778,22,669.166449461435,29,False,,9.99,True
SUB_000077,2023-02-10,ad_supported,organic,web,25-34,690,23.0,0.34735480370586436,10,190.32922359639716,5,False,,5.99,True
SUB_000078,2023-01-18,ad_free,paid_social,roku,45-54,713,23.766666666666666,0.7909351379264342,20,469.64796248504155,23,False,,9.99,True
SUB_000080,2023-05-13,ad_free,partner,mobile,18-24,598,19.933333333333334,0.3947548114964673,5,69.24529627668552,2,False,,9.99,True
SUB_000081,2023-04-16,ad_supported,paid_social,roku,55+,625,20.833333333333332,0.39261272023964405,10,121.17710959153752,5,False,,5.99,True
SUB_000082,2024-06-22,ad_free,paid_social,web,45-54,192,6.4,0.7057080093456221,19,650.1233966898299,20,False,,9.99,True
SUB_000083,2023-01-25,ad_free,paid_search,smart_tv,25-34,706,23.533333333333335,0.40953400325418043,12,231.11610844594216,7,False,,9.99,True
SUB_000084,2024-10-26,ad_supported,paid_search,roku,55+,66,2.2,0.3696335668441467,10,165.32492151970553,5,False,,5.99,True
SUB_000085,2022-03-24,ad_free,paid_search,mobile,25-34,1013,33.766666666666666,0.4257962156215574,11,131.59004597933168,7,False,,9.99,True
SUB_000086,2024-07-11,ad_free,paid_social,web,25-34,173,5.766666666666667,0.31083840314559974,10,117.41632695637678,4,False,,9.99,True
SUB_000087,2024-10-30,ad_free,paid_social,mobile,55+,62,2.066666666666667,0.19515085832333903,4,30.86516759939772,1,False,,9.99,True
SUB_000089,2024-06-02,ad_free,paid_search,mobile,35-44,212,7.066666666666666,0.1910767911804879,7,28.8063322569773,2,False,,9.99,True
SUB_000091,2022-11-07,ad_free,paid_social,web,25-34,785,26.166666666666668,0.3811823387226163,10,102.05200252068995,5,False,,9.99,True
SUB_000092,2023-12-18,ad_free,paid_social,firetv,45-54,379,12.633333333333333,0.3131245591114012,4,39.15289390104518,1,True,2024-04-01,9.99,False
SUB_000093,2022-04-21,ad_free,paid_social,smart_tv,45-54,985,32.833333333333336,0.3183367990915537,5,37.61674385766136,2,True,2024-07-13,9.99,False
SUB_000094,2023-10-19,ad_supported,paid_search,roku,35-44,439,14.633333333333333,0.36677497233708883,7,60.087334908104076,3,False,,5.99,True
SUB_000095,2024-12-19,ad_free,referral,smart_tv,35-44,12,0.4,0.4604715806432753,11,174.59055115925034,7,False,,9.99,True
SUB_000096,2023-06-10,ad_supported,paid_social,mobile,35-44,570,19.0,0.37999654148029094,9,92.60182518170332,5,False,,5.99,True
SUB_000097,2023-01-16,ad_free,paid_social,mobile,25-34,715,23.833333333333332,0.771564899801229,18,368.08992803662204,20,False,,9.99,True
SUB_000100,2022-06-22,ad_supported,paid_social,firetv,25-34,923,30.766666666666666,0.4894324168169632,8,123.08590729922966,5,True,2024-12-27,5.99,False
SUB_000101,2024-10-26,ad_free,paid_social,mobile,18-24,66,2.2,0.7257737190533461,17,441.6882770569068,18,False,,9.99,True
SUB_000102,2024-01-29,ad_free,referral,mobile,35-44,337,11.233333333333333,0.4468204696820262,10,176.4571650361921,6,True,2024-05-20,9.99,False
SUB_000103,2024-06-02,ad_free,paid_search,mobile,25-34,212,7.066666666666666,0.6934984589494062,19,613.4183551546789,19,False,,9.99,True
SUB_000104,2022-04-09,ad_free,partner,firetv,25-34,997,33.233333333333334,0.35255572229857196,8,45.437800716036364,4,False,,9.99,True
SUB_000105,2023-04-28,ad_free,organic,mobile,45-54,613,20.433333333333334,0.3735921635296305,5,62.40768718950184,2,False,,9.99,True
SUB_000106,2022-10-10,ad_free,partner,mobile,35-44,813,27.1,0.20674209467277904,2,15.94945284635513,0,False,,9.99,True
SUB_000107,2023-02-04,ad_free,organic,roku,45-54,696,23.2,0.18395347769656395,3,11.271720189328931,0,False,,9.99,True
SUB_000108,2024-10-08,ad_free,organic,mobile,25-34,84,2.8,0.3831620371054813,8,114.79223348982764,4,False,,9.99,True
SUB_000109,2022-08-09,ad_free,paid_search,mobile,18-24,875,29.166666666666668,0.5727369355790475,13,311.40043368660747,11,True,2023-06-22,9.99,False
SUB_000110,2024-07-04,ad_supported,paid_search,mobile,18-24,180,6.0,0.9230526775149539,23,978.3530021011336,31,False,,5.99,True
SUB_000111,2023-02-19,ad_free,paid_search,smart_tv,25-34,681,22.7,0.13305209466569834,0,0.0,0,True,2023-11-20,9.99,False
SUB_000112,2024-06-25,ad_free,partner,mobile,45-54,189,6.3,0.6187562366788176,14,236.3625293040546,12,True,2024-12-25,9.99,False
SUB_000113,2023-05-08,ad_free,paid_social,roku,55+,603,20.1,0.5129561062499759,14,124.95743758723697,10,False,,9.99,True
SUB_000114,2022-07-04,ad_supported,paid_social,smart_tv,25-34,911,30.366666666666667,0.5259808882130421,14,249.5176004534028,11,True,2024-12-13,5.99,False
SUB_000115,2024-11-28,ad_supported,paid_search,web,25-34,33,1.1,0.7523914095682288,22,819.5432838320871,24,False,,5.99,True
SUB_000116,2022-10-07,ad_free,paid_search,roku,18-24,816,27.2,0.4069510948945588,11,165.71306426035991,6,False,,9.99,True
SUB_000117,2023-03-16,ad_supported,organic,smart_tv,55+,656,21.866666666666667,0.3158223350181409,10,55.40806274039341,4,False,,5.99,True
SUB_000118,2022-11-13,ad_free,paid_social,mobile,45-54,779,25.966666666666665,0.3390026981036614,7,77.75725500519822,3,False,,9.99,True
SUB_000119,2024-05-14,ad_free,paid_search,web,18-24,231,7.7,0.2901495383725712,6,10.30840389587654,2,False,,9.99,True
SUB_000120,2024-07-28,ad_free,paid_social,firetv,25-34,156,5.2,0.4913311086152881,14,289.31238462898534,10,False,,9.99,True
SUB_000121,2022-01-29,ad_supported,paid_search,smart_tv,35-44,1067,35.56666666666667,0.8132330176237744,21,628.3831792914176,25,False,,5.99,True
SUB_000122,2022-02-21,ad_free,partner,mobile,25-34,1044,34.8,0.8400015809164744,21,647.8492226353333,26,False,,9.99,True
SUB_000123,2024-01-22,ad_free,organic,web,25-34,344,11.466666666666667,0.3377557607705151,8,103.65937001319382,4,False,,9.99,True
SUB_000124,2022-11-24,ad_free,organic,web,35-44,768,25.6,0.3460594658434754,6,54.52138626552595,3,False,,9.99,True
SUB_000125,2023-08-24,ad_supported,paid_search,firetv,35-44,495,16.5,0.5602015910696224,16,210.25931723893,13,False,,5.99,True
SUB_000127,2022-03-20,ad_free,referral,mobile,35-44,1017,33.9,0.41938140515244066,8,78.85986843970991,5,False,,9.99,True
SUB_000128,2024-10-05,ad_free,paid_search,smart_tv,35-44,87,2.9,0.5966813385431533,14,375.96352371926224,12,True,2024-11-20,9.99,False
SUB_000129,2022-03-12,ad_free,partner,web,25-34,1025,34.166666666666664,0.67014261308549,16,152.57844733669913,16,False,,9.99,True
SUB_000130,2023-06-12,ad_free,partner,web,35-44,568,18.933333333333334,0.2771669524719782,2,22.327916098323634,0,False,,9.99,True
SUB_000131,2022-09-25,ad_supported,partner,mobile,55+,828,27.6,0.20620318816649966,3,34.84960451674356,0,False,,5.99,True
SUB_000132,2022-02-02,ad_free,partner,smart_tv,25-34,1063,35.43333333333333,0.8053030171870662,21,529.6037918844925,25,True,2022-08-22,9.99,False
SUB_000133,2023-02-26,ad_free,paid_search,mobile,45-54,674,22.466666666666665,0.5951516210984008,17,348.46943703814543,15,False,,9.99,True
SUB_000134,2024-11-14,ad_free,paid_social,mobile,45-54,47,1.5666666666666667,0.6052154981136445,15,399.4785230559309,13,True,2024-12-18,9.99,False
SUB_000135,2023-04-25,ad_supported,paid_search,web,35-44,616,20.533333333333335,0.42023689499597994,9,152.42900698300875,5,False,,5.99,True
SUB_000136,2024-12-26,ad_free,partner,mobile,35-44,5,0.16666666666666666,0.3064565498235701,6,65.21936758044664,2,False,,9.99,True
